,title,total,last,length
6506,"Yarmouth, Maine",63545,8360,80733
6507,"Vinita, Oklahoma",63530,6472,17128
6508,"Forest City, North Carolina",63521,7549,10416
6509,"Craig County, Virginia",63492,5091,13889
6510,"Wynne, Arkansas",63474,8615,16154
6511,"Yucca Valley, California",63453,16865,19213
6512,"Bedford, Virginia",63449,6299,15287
6513,"Costilla County, Colorado",63448,3663,18063
6514,"New Lenox, Illinois",63424,17771,28097
6515,"Safety Harbor, Florida",63344,17203,15186
6516,"Madison, South Dakota",63339,6540,15183
6517,"Forest Hills, Pennsylvania",63337,6831,13153
6518,"Machesney Park, Illinois",63291,20759,11381
6519,"Ketchikan, Alaska",63276,7922,38677
6520,"Harborcreek Township, Erie County, Pennsylvania",63253,16267,9301
6521,"Milan, Tennessee",63250,7664,33055
6522,"Buckhannon, West Virginia",63245,5725,19522
6523,"Alderwood Manor, Washington",63240,15329,8963
6524,"Pomeroy, Ohio",63194,1966,12165
6525,"Swanzey, New Hampshire",63188,6800,12331
6526,"Clive, Iowa",63131,15447,14599
6527,"Mauldin, South Carolina",63102,15224,9862
6528,"Richmond, Missouri",63073,6116,19465
6529,"Mason County, Texas",63049,3738,17443
6530,"Big Flats, New York",63031,7224,11334
6531,"Buena Vista, Virginia",62986,6349,21299
6532,"Harper County, Oklahoma",62936,3562,13188
6533,"Hoosick Falls, New York",62930,3436,19621
6534,"Woodstock, Vermont",62917,3232,31259
6535,"Haddam, Connecticut",62873,7157,14019
6536,"Clermont, Florida",62801,9333,16799
6537,"Richmond, Texas",62795,11081,25557
6538,"Sugar Creek Township, Stark County, Ohio",62779,6489,9082
6539,"Norway, Maine",62722,4611,17192
6540,"Anadarko, Oklahoma",62706,6645,16153
6541,"Adelanto, California",62691,18130,24128
6542,"Blue Ash, Ohio",62662,12513,17585
6543,"Tuckahoe (village), New York",62657,6211,12984
6544,"Arvin, California",62657,12956,18883
6545,"Tumwater, Washington",62648,12698,12894
6546,"Marianna, Florida",62645,6230,17397
6547,"Sauk Rapids, Minnesota",62587,10213,15667
6548,"Jefferson, Wisconsin",62571,7338,15620
6549,"LaFollette, Tennessee",62560,7926,10840
6550,"Phillips County, Montana",62542,4601,11895
6551,"Beachwood, Ohio",62438,12186,17196
6552,"Albia, Iowa",62424,3766,17587
6553,"Fayette, New York",62382,3643,15652
6554,"Socorro, New Mexico",62379,8877,22501
6555,"Sharpsville, Pennsylvania",62375,4500,8556
6556,"Farmville, Virginia",62350,6845,36838
6557,"Bixby, Oklahoma",62350,13336,20083
6558,"Fairhope, Alabama",62346,12480,22743
6559,"Bar Harbor, Maine",62291,4820,26835
6560,"Mount Oliver, Pennsylvania",62290,3970,10566
6561,"Hawaiian Gardens, California",62272,14779,17992
6562,"Sullivan, Indiana",62221,4617,11574
6563,"Rochester, Indiana",62211,6414,13923
6564,"Boyd County, Nebraska",62204,2438,9611
6565,"Shelbyville, Illinois",62197,4971,13444
6566,"Poultney (town), Vermont",62192,3633,14311
6567,"Weare, New Hampshire",62184,7776,13459
6568,"Independence, Kentucky",62172,14982,11803
6569,"Lawrenceville, Illinois",62163,4745,11330
6570,"International Falls, Minnesota",62145,6703,27227
6571,"Ambler, Pennsylvania",62058,6426,41301
6572,"Ferry County, Washington",62055,7260,16073
6573,"Centerville, Utah",62040,14585,17762
6574,"Palmerton, Pennsylvania",62040,5248,20160
6575,"Calhoun, Georgia",61982,10667,24057
6576,"Van Buren County, Tennessee",61960,5508,9982
6577,"Saranac, New York",61955,4165,9641
6578,"Dexter, Maine",61944,3890,16575
6579,"Meredith, New Hampshire",61939,5943,18570
6580,"Hettinger County, North Dakota",61899,2715,19300
6581,"Waynesville, North Carolina",61857,9232,23847
6582,"Blair, Nebraska",61848,7512,12461
6583,"Los Alamitos, California",61848,11536,26463
6584,"Larchmont, New York",61783,6485,28453
6585,"Meade County, Kansas",61764,4631,12335
6586,"Ashley, Pennsylvania",61677,2866,8156
6587,"Alva, Oklahoma",61623,5288,23652
6588,"Lyons (hamlet), New York",61617,3695,17526
6589,"Cameron, Missouri",61582,8312,18180
6590,"Alamo, Texas",61545,14760,12274
6591,"Aurora County, South Dakota",61524,3058,13905
6592,"Laguna Hills, California",61522,31178,17447
6593,"Trego County, Kansas",61484,3319,12401
6594,"Northport, New York",61479,7606,29415
6595,"Lake Geneva, Wisconsin",61476,7148,16106
6596,"Cary, Illinois",61455,15531,11884
6597,"Whitehall (village), New York",61450,2667,11572
6598,"Forest Hill, Texas",61446,12949,14129
6599,"Horseheads (village), New York",61432,6452,11173
6600,"Conyers, Georgia",61420,10689,23928
6601,"Pryor Creek, Oklahoma",61416,8659,17532
6602,"Fitchburg, Wisconsin",61409,20501,10160
6603,"East Alton, Illinois",61408,6830,14411
6604,"Brooklyn, Connecticut",61402,7173,12896
6605,"Sherburne, New York",61394,3979,23617
6606,"Soledad, California",61383,11263,23173
6607,"Mountain Home, Idaho",61377,11143,14951
6608,"Towanda, Pennsylvania",61376,3024,10451
6609,"Pleasantville, New York",61375,7172,29788
6610,"Brownsville, Pennsylvania",61374,2804,57165
6611,"Tysons Corner, Virginia",61356,18540,35559
6612,"Cameron, Texas",61281,5634,15188
6613,"Agoura Hills, California",61257,20537,35057
6614,"Prospect Park, Pennsylvania",61255,6594,10701
6615,"Amory, Mississippi",61246,6956,12257
6616,"Steele County, North Dakota",61219,2258,10636
6617,"Wolfeboro, New Hampshire",61199,6083,18029
6618,"Sanborn County, South Dakota",61194,2675,9903
6619,"Garrett, Indiana",61162,5803,17259
6620,"Broadview, Illinois",61155,8264,11318
6621,"Prior Lake, Minnesota",61148,15917,14915
6622,"Harvard, Illinois",61140,7996,21556
6623,"East Palestine, Ohio",61124,4917,12661
6624,"Corson County, South Dakota",61050,4181,12384
6625,"Southlake, Texas",61021,21519,27216
6626,"Justice, Illinois",60997,12193,10697
6627,"Oxford, Connecticut",60994,9821,18783
6628,"Pauls Valley, Oklahoma",60967,6256,17004
6629,"Perkasie, Pennsylvania",60931,8828,18729
6630,"Madawaska, Maine",60923,4534,18374
6631,"Watertown (town), New York",60883,4482,12332
6632,"Champion, New York",60871,4361,10276
6633,"Cairo, New York",60869,6358,12048
6634,"Carmi, Illinois",60858,5422,12546
6635,"Mount Healthy, Ohio",60856,7149,12942
6636,"Pembroke, New York",60849,4530,11274
6637,"Versailles, Kentucky",60839,7511,11343
6638,"Griggs County, North Dakota",60802,2754,12701
6639,"Newport, Tennessee",60794,7242,35949
6640,"Shelton, Washington",60783,8442,17494
6641,"New Hartford, Connecticut",60754,6088,12317
6642,"Brown County, Nebraska",60720,3525,8860
6643,"Liberty County, Florida",60716,7021,13327
6644,"Vienna, New York",60689,5819,9867
6645,"Croton-on-Hudson, New York",60670,7606,26782
6646,"Throop, Pennsylvania",60652,4010,13218
6647,"Hanson County, South Dakota",60625,3139,11098
6648,"Willard, Ohio",60606,6806,12897
6649,"Merriam, Kansas",60561,11008,13226
6650,"Oakdale, Louisiana",60558,8137,11286
6651,"Hounsfield, New York",60517,3323,12823
6652,"Cocoa Beach, Florida",60515,12482,47151
6653,"Portland, New York",60476,5502,10396
6654,"Edenton, North Carolina",60431,5394,20755
6655,"Madison, Maine",60412,4523,15259
6656,"Hartland, New York",60402,4165,11572
6657,"Prospect Heights, Illinois",60399,17081,12009
6658,"Stockholm, New York",60377,3592,9450
6659,"Salisbury, Connecticut",60359,3977,18095
6660,"Montevideo, Minnesota",60345,5346,14089
6661,"Canastota, New York",60335,4425,15380
6662,"Cabot, Arkansas",60294,15261,17921
6663,"Bridgton, Maine",60284,4883,23017
6664,"Oswego, Illinois",60278,13326,19396
6665,"Hatboro, Pennsylvania",60208,7393,23210
6666,"Blairsville, Pennsylvania",60201,3607,8073
6667,"Luzerne, Pennsylvania",60175,2952,7132
6668,"Canton, Georgia",60173,7709,23173
6669,"Leesville, Louisiana",60173,6753,15200
6670,"Coleman, Texas",60029,5127,9529
6671,"Lyman County, South Dakota",60020,3895,12460
6672,"Roxboro, North Carolina",60017,8696,25090
6673,"Belmont, North Carolina",59952,8705,29338
6674,"Guntersville, Alabama",59943,7395,14499
6675,"Auburndale, Florida",59929,11032,16764
6676,"Flora, Illinois",59924,5128,15896
6677,"Dexter, Missouri",59911,7356,14040
6678,"Kidder County, North Dakota",59856,2753,12308
6679,"Foster County, North Dakota",59841,3759,12778
6680,"Englewood, Ohio",59836,12235,15244
6681,"Angola, Indiana",59835,7344,18925
6682,"Wheatland, New York",59829,5149,11192
6683,"Tipp City, Ohio",59817,9221,21574
6684,"Crawford, New York",59765,7875,9628
6685,"Brutus, New York",59756,4777,9104
6686,"Yoakum County, Texas",59754,7322,11049
6687,"Farmington, Utah",59746,12081,16860
6688,"Fort Stockton, Texas",59727,7846,22199
6689,"Storey County, Nevada",59722,3399,12957
6690,"Saraland, Alabama",59712,12288,15124
6691,"Norfolk, New York",59699,4565,10380
6692,"Barre, New York",59695,2124,9047
6693,"Toppenish, Washington",59682,8946,16241
6694,"Dalhart, Texas",59679,7237,29345
6695,"Glenwood, Iowa",59658,5358,25527
6696,"Norton, Ohio",59635,11523,14981
6697,"Saugerties (village), New York",59612,3955,10210
6698,"Tukwila, Washington",59612,17181,20171
6699,"Weston, Connecticut",59606,10037,32477
6700,"Society Hill, Philadelphia",59584,5808,38296
6701,"Rockwood, Tennessee",59563,5774,16553
6702,"Daphne, Alabama",59558,16581,40690
6703,"Belding, Michigan",59514,5877,12050
6704,"York, South Carolina",59496,6985,14193
6705,"Forty Fort, Pennsylvania",59475,4579,11748
6706,"Reedsburg, Wisconsin",59415,7827,20154
6707,"Clarion, Pennsylvania",59395,6185,9443
6708,"Marianna, Arkansas",59393,5181,10846
6709,"Goodlettsville, Tennessee",59387,13780,13630
6710,"Grant County, North Dakota",59380,2841,13968
6711,"Live Oak, Florida",59350,6480,13020
6712,"Fairfield, Illinois",59346,5421,11673
6713,"Grants, New Mexico",59346,8806,15918
6714,"Exeter, Pennsylvania",59315,5955,12071
6715,"Perryville, Missouri",59285,7667,25836
6716,"Salida, Colorado",59271,5504,14936
6717,"Breckenridge, Texas",59261,5868,11530
6718,"Paris Township, Stark County, Ohio",59256,5907,9046
6719,"Wagoner, Oklahoma",59255,7669,13716
6720,"Vinton, Virginia",59247,7782,6335
6721,"Vassalboro, Maine",59225,4047,14710
6722,"Lockland, Ohio",59223,3707,13171
6723,"Divide County, North Dakota",59218,2283,15408
6724,"Plymouth, New Hampshire",59211,5892,19902
6725,"Wauseon, Ohio",59207,7091,17358
6726,"Gladstone, Oregon",59175,11438,31151
6727,"Unadilla, New York",59174,4548,10842
6728,"Sheffield Lake, Ohio",59171,9371,10149
6729,"Alamo Heights, Texas",59163,7319,15096
6730,"Bel Air, Harford County, Maryland",59152,10080,18888
6731,"Gouverneur (village), New York",59146,4263,10938
6732,"Jay, Maine",59072,4985,20118
6733,"Harrisonville, Missouri",59069,8946,11870
6734,"Middleburgh, New York",59030,3515,10499
6735,"Woodstock, New York",59014,6241,19730
6736,"Toole County, Montana",59013,5267,12070
6737,"Lenoir City, Tennessee",58931,6819,23832
6738,"Galena, Kansas",58868,3287,17147
6739,"Calumet Park, Illinois",58833,8516,11704
6740,"Wyomissing, Pennsylvania",58776,8587,17279
6741,"Mooers, New York",58743,3398,9217
6742,"Manheim, New York",58733,3171,9876
6743,"Gray County, Kansas",58729,5904,13982
6744,"Wellsburg, West Virginia",58709,2891,12572
6745,"Dawson, Georgia",58693,5058,14972
6746,"Maitland, Florida",58689,12019,16028
6747,"Palos Heights, Illinois",58668,11260,16609
6748,"Staunton, Illinois",58648,5030,29682
6749,"Allegan, Michigan",58636,4838,24978
6750,"Canisteo, New York",58631,3583,12326
6751,"Essex, Connecticut",58628,6505,29229
6752,"Le Roy (village), New York",58610,4462,11812
6753,"Farmington, Minnesota",58554,12365,16893
6754,"Jerusalem, New York",58513,4525,10928
6755,"Shafter, California",58511,12736,26168
6756,"North Palm Beach, Florida",58485,12064,12045
6757,"Gladstone, Michigan",58461,5032,19463
6758,"Morehead City, North Carolina",58438,7691,21804
6759,"Lynn Haven, Florida",58438,12451,10886
6760,"Auburn Hills, Michigan",58436,19837,22121
6761,"Warr Acres, Oklahoma",58406,9735,11700
6762,"Aurora, Ohio",58382,13556,18950
6763,"Logan County, North Dakota",58372,2308,12611
6764,"Muscle Shoals, Alabama",58362,11924,37208
6765,"Poteau, Oklahoma",58342,7939,14386
6766,"Monahans, Texas",58243,6821,15008
6767,"Clyde, Ohio",58236,6064,16711
6768,"Avon Park, Florida",58213,8542,16140
6769,"Carrollton, Missouri",58206,4122,12590
6770,"Aransas Pass, Texas",58203,8138,14055
6771,"Chadron, Nebraska",58192,5634,17517
6772,"Rankin, Pennsylvania",58185,2315,9448
6773,"Preston, Connecticut",58097,4688,11751
6774,"Winnfield, Louisiana",58097,5749,16930
6775,"Morristown, Vermont",58084,5139,8270
6776,"Ovid (town), New York",58077,2757,11097
6777,"North Vernon, Indiana",58012,6515,10572
6778,"Irvington, New York",57995,6631,130793
6779,"Athens, New York",57946,3988,9716
6780,"Cedarhurst, New York",57946,6164,17650
6781,"Pleasant Hills, Pennsylvania",57943,8397,19295
6782,"New Albany, Mississippi",57928,7607,10338
6783,"St. Francis, Wisconsin",57890,8662,10887
6784,"Hazard, Kentucky",57880,4806,15648
6785,"Red Lion, York County, Pennsylvania",57874,6149,11666
6786,"Oneonta (town), New York",57859,4994,11086
6787,"Grover Beach, California",57855,13067,14939
6788,"Manistique, Michigan",57841,3583,10984
6789,"Charleston, Missouri",57840,4732,17250
6790,"Sausalito, California",57830,7330,55140
6791,"Liberty, Texas",57764,8033,29513
6792,"Wewoka, Oklahoma",57757,3562,27053
6793,"Bolivar, Missouri",57756,9143,14337
6794,"Newport (city), Vermont",57750,5005,36778
6795,"Northumberland, Pennsylvania",57744,3714,19205
6796,"Garza County, Texas",57740,4872,13891
6797,"Litchfield, Minnesota",57734,6562,17937
6798,"Holdenville, Oklahoma",57726,4732,19240
6799,"Romulus, New York",57659,2036,13677
6800,"Winchester, New Hampshire",57648,4144,13722
6801,"Broadalbin, New York",57614,5066,11721
6802,"Hopkinton, New Hampshire",57583,5399,18932
6803,"Chase County, Nebraska",57577,4068,14927
6804,"Richmond Heights, Ohio",57565,10944,13686
6805,"Hannibal, New York",57549,4957,6525
6806,"Anamosa, Iowa",57536,5494,19567
6807,"Cheyenne County, Kansas",57526,3165,13971
6808,"Savanna, Illinois",57522,3542,18446
6809,"Mint Hill, North Carolina",57512,14922,7241
6810,"Howard, Wisconsin",57455,13546,15552
6811,"Clarkson, New York",57454,6072,11830
6812,"Perryton, Texas",57453,7774,9515
6813,"Fenton, New York",57427,6909,11336
6814,"St. Clair, Michigan",57425,5802,18526
6815,"Snohomish, Washington",57411,8494,25111
6816,"Mason, Michigan",57407,6714,18992
6817,"Lampasas, Texas",57395,6786,13210
6818,"St. Marys, Georgia",57374,13761,18906
6819,"South Daytona, Florida",57359,13177,12326
6820,"Raymond, New Hampshire",57347,9674,14910
6821,"Limestone, Maine",57340,2361,13502
6822,"Seabrook, New Hampshire",57335,7934,8826
6823,"Hanahan, South Carolina",57334,12937,23171
6824,"Grosse Pointe, Michigan",57320,5670,25723
6825,"Roanoke, Alabama",57268,6563,10980
6826,"Snellville, Georgia",57267,15351,53926
6827,"Peoria Heights, Illinois",57263,6635,17568
6828,"Slatington, Pennsylvania",57262,4434,11413
6829,"Swainsboro, Georgia",57243,6943,13673
6830,"Longwood, Florida",57243,13745,22653
6831,"Salem, Indiana",57238,6172,18581
6832,"Manchester, Missouri",57200,19161,11412
6833,"Arcadia, Florida",57193,6604,18519
6834,"Norwood, Pennsylvania",57188,5985,8815
6835,"Pitcairn, Pennsylvania",57167,3689,11037
6836,"Sandwich, Illinois",57147,6509,14658
6837,"Exeter, Rhode Island",57131,6045,11142
6838,"Sidney, Nebraska",57121,6282,14693
6839,"Paola, Kansas",57114,5011,20959
6840,"Fredericksburg, Texas",57091,8911,44143
6841,"Waynesboro, Georgia",57090,5813,18190
6842,"Harlan, Iowa",57078,5106,14175
6843,"Waynesburg, Pennsylvania",57072,4184,12088
6844,"Mount Joy, Pennsylvania",57070,6765,11170
6845,"Monticello, New York",57064,6512,23852
6846,"Barrington, New Hampshire",57047,7475,12683
6847,"Fort Kent, Maine",57039,4233,22881
6848,"Washington Park, Illinois",57036,5345,12767
6849,"Tioga, New York",57010,4840,11185
6850,"Ely, Minnesota",57006,3724,31957
6851,"Clinton, Tennessee",57000,9409,22263
6852,"Atlantic Beach, Florida",56999,13368,13591
6853,"Huron, Ohio",56966,7958,17725
6854,"Faulk County, South Dakota",56951,2640,11620
6855,"Sandersville, Georgia",56909,6144,15081
6856,"Barnesville, Georgia",56889,5972,16785
6857,"Winterset, Iowa",56888,5190,14431
6858,"Souderton, Pennsylvania",56879,6730,14589
6859,"Glendive, Montana",56878,4729,18264
6860,"Solana Beach, California",56878,12979,19823
6861,"Quitman, Georgia",56866,4638,14636
6862,"Lincoln, Maine",56764,5221,12136
6863,"Acworth, Georgia",56743,13422,20843
6864,"Beekmantown, New York",56658,5334,11727
6865,"Wildomar, California",56651,14064,21107
6866,"Geneseo (village), New York",56619,7579,21428
6867,"Nevada, Iowa",56618,6658,17192
6868,"Musselshell County, Montana",56588,4497,10039
6869,"Green Island, New York",56525,2278,23483
6870,"Canby, Oregon",56491,12790,20931
6871,"Grand County, Utah",56483,8485,16172
6872,"Chowchilla, California",56470,11127,18895
6873,"Greenville, Illinois",56452,6955,38558
6874,"Richmond, Rhode Island",56411,7222,17557
6875,"Waterloo, Illinois",56409,7614,22153
6876,"Woodbury, Orange County, New York",56402,9456,20767
6877,"Watseka, Illinois",56401,5670,11376
6878,"Wappingers Falls, New York",56388,4929,22314
6879,"Dillon, South Carolina",56385,6316,16157
6880,"Jaffrey, New Hampshire",56382,5476,15918
6881,"Flushing, Michigan",56364,8348,13188
6882,"North Manchester, Indiana",56339,6260,13019
6883,"Brookville, Pennsylvania",56324,4230,13890
6884,"Louisville, Mississippi",56317,7006,10420
6885,"Sheridan County, Kansas",56293,2813,13115
6886,"Osnaburg Township, Stark County, Ohio",56288,5781,8746
6887,"Rockland, New York",56281,3913,9089
6888,"Clay Center, Kansas",56244,4564,16416
6889,"Humble, Texas",56243,14579,25468
6890,"Archuleta County, Colorado",56228,9898,9030
6891,"Abingdon, Virginia",56218,7780,22020
6892,"Westfield, Indiana",56203,9293,14490
6893,"Perry, Florida",56177,6847,13273
6894,"Hinton, West Virginia",56146,2880,12698
6895,"Oscoda County, Michigan",56055,9418,15207
6896,"Holdrege, Nebraska",56037,5636,12919
6897,"Grafton, Wisconsin",55985,10312,15297
6898,"Windham, New Hampshire",55983,10709,22904
6899,"Paradise Valley, Arizona",55979,13664,15313
6900,"Mascoutah, Illinois",55950,5659,11232
6901,"Cottage Grove, Oregon",55929,8432,23943
6902,"Brookfield, New York",55907,2403,9657
6903,"Chattahoochee, Florida",55886,3287,16122
6904,"Somervell County, Texas",55872,6809,17962
6905,"Dover-Foxcroft, Maine",55845,4211,18303
6906,"Gilford, New Hampshire",55842,6803,12172
6907,"Ford City, Pennsylvania",55821,3451,12369
6908,"Hellertown, Pennsylvania",55820,5606,11315
6909,"Chamblee, Georgia",55812,9552,25652
6910,"Power County, Idaho",55775,7538,11042
6911,"Richfield, Utah",55764,6847,19474
6912,"Cedar Lake, Indiana",55740,9279,13451
